==24352== NVPROF is profiling process 24352, command: ./StencilCudaGpu37 800 800 100 9 5
==24352== Warning: Unified Memory Profiling is not supported on this device. System requirements for unified memory can be found at: http://docs.nvidia.com/cuda/cuda-c-programming-guide/index.html#um-requirements
==24352== Profiling application: ./StencilCudaGpu37 800 800 100 9 5
==24352== Profiling result:
"Start","Duration","Grid X","Grid Y","Grid Z","Block X","Block Y","Block Z","Registers Per Thread","Static SMem","Dynamic SMem","Size","Throughput","SrcMemType","DstMemType","Device","Context","Stream","Name","Correlation_ID"
ns,ns,,,,,,,,B,KB,MB,GB/s,,,,,,,
115841664.000000,1212.000000,,,,,,,,,,,,,,,,,"cuDeviceGetCount",1
115843810.000000,199,,,,,,,,,,,,,,,,,"cuDeviceGetCount",2
115854122.000000,506,,,,,,,,,,,,,,,,,"cuDeviceGet",3
115855083.000000,343,,,,,,,,,,,,,,,,,"cuDeviceGetAttribute",4
115857607.000000,376,,,,,,,,,,,,,,,,,"cuDeviceGetAttribute",5
115858867.000000,388,,,,,,,,,,,,,,,,,"cuDeviceGetAttribute",6
116282942.000000,913,,,,,,,,,,,,,,,,,"cuDeviceGet",7
116284521.000000,468,,,,,,,,,,,,,,,,,"cuDeviceGetAttribute",8
116292960.000000,591,,,,,,,,,,,,,,,,,"cuDeviceGetAttribute",9
116303599.000000,671,,,,,,,,,,,,,,,,,"cuDeviceGetAttribute",10
116369544.000000,470,,,,,,,,,,,,,,,,,"cuDeviceGetCount",11
116370289.000000,228,,,,,,,,,,,,,,,,,"cuDeviceGet",12
116371463.000000,36909.000000,,,,,,,,,,,,,,,,,"cuDeviceGetName",13
116409273.000000,103669.000000,,,,,,,,,,,,,,,,,"cuDeviceTotalMem",14
116513454.000000,347,,,,,,,,,,,,,,,,,"cuDeviceGetAttribute",15
116514003.000000,188,,,,,,,,,,,,,,,,,"cuDeviceGetAttribute",16
116514393.000000,195,,,,,,,,,,,,,,,,,"cuDeviceGetAttribute",17
116514798.000000,180,,,,,,,,,,,,,,,,,"cuDeviceGetAttribute",18
116515183.000000,180,,,,,,,,,,,,,,,,,"cuDeviceGetAttribute",19
116515571.000000,29272.000000,,,,,,,,,,,,,,,,,"cuDeviceGetAttribute",20
116545304.000000,230,,,,,,,,,,,,,,,,,"cuDeviceGetAttribute",21
116545742.000000,228,,,,,,,,,,,,,,,,,"cuDeviceGetAttribute",22
116546171.000000,184,,,,,,,,,,,,,,,,,"cuDeviceGetAttribute",23
116546563.000000,191,,,,,,,,,,,,,,,,,"cuDeviceGetAttribute",24
116546962.000000,189,,,,,,,,,,,,,,,,,"cuDeviceGetAttribute",25
116547360.000000,189,,,,,,,,,,,,,,,,,"cuDeviceGetAttribute",26
116547757.000000,177,,,,,,,,,,,,,,,,,"cuDeviceGetAttribute",27
116548142.000000,182,,,,,,,,,,,,,,,,,"cuDeviceGetAttribute",28
116548542.000000,179,,,,,,,,,,,,,,,,,"cuDeviceGetAttribute",29
116548922.000000,186,,,,,,,,,,,,,,,,,"cuDeviceGetAttribute",30
116549316.000000,200,,,,,,,,,,,,,,,,,"cuDeviceGetAttribute",31
116549716.000000,177,,,,,,,,,,,,,,,,,"cuDeviceGetAttribute",32
116550100.000000,208,,,,,,,,,,,,,,,,,"cuDeviceGetAttribute",33
116550516.000000,254,,,,,,,,,,,,,,,,,"cuDeviceGetAttribute",34
116550979.000000,178,,,,,,,,,,,,,,,,,"cuDeviceGetAttribute",35
116551357.000000,179,,,,,,,,,,,,,,,,,"cuDeviceGetAttribute",36
116551737.000000,199,,,,,,,,,,,,,,,,,"cuDeviceGetAttribute",37
116552145.000000,192,,,,,,,,,,,,,,,,,"cuDeviceGetAttribute",38
116552538.000000,179,,,,,,,,,,,,,,,,,"cuDeviceGetAttribute",39
116552918.000000,179,,,,,,,,,,,,,,,,,"cuDeviceGetAttribute",40
116553297.000000,202,,,,,,,,,,,,,,,,,"cuDeviceGetAttribute",41
116553709.000000,184,,,,,,,,,,,,,,,,,"cuDeviceGetAttribute",42
116554099.000000,188,,,,,,,,,,,,,,,,,"cuDeviceGetAttribute",43
